Track;Album Name;Artist;Release Date;ISRC;All Time Rank;Spotify Streams;Spotify Playlist Count;Spotify Playlist Reach
Wild Thoughts;Wild Thoughts;DJ Khaled;6/16/2017;USSM11705088;2043;1164638213;145513;45841172
Like Crazy;FACE;Jimin;3/24/2023;USA2P2251865;1308;1165398518;16425;22818507
Boy With Luv (feat. Halsey);MAP OF THE SOUL : PERSONA;BTS;04/12/19;QM6MZ1917908;553;1165842896;62333;28686399
Milf Song;Milf Song;The Puddleducks;8/19/2022;QZMEP2285895;216;1165982;1176;2311
Intentions (feat. Quavo);Intentions;Justin Bieber;02/07/20;USUM72001302;521;1177960398;124387;38596274
China;China;Anuel AA;7/19/2019;QM6P41952433;376;1178076574;137559;58323638
Need To Know;Need To Know;Doja Cat;06/11/21;USRC12101120;344;1178076856;164743;42269625
Panda;Panda;Desiigner;2/26/2016;USUM71601094;219;1181348550;170002;34000497
Trap Queen;Trap Queen;Fetty Wap;12/15/2014;QM7XC1400004;744;1182373720;201337;36698633
Arcade;Arcade;Duncan Laurence;03/07/19;NL1TK1900001;1029;1184536529;199838;52970224
Centuries;Centuries;Fall Out Boy;09/09/14;USUM71412644;1501;1184571362;180715;48698123
PROVENZA;PROVENZA;KAROL G;4/22/2022;USUM72205906;151;1185929926;103026;64847502
As It Was;As It Was - Single;Hundreds;3/24/2023;DETO32300012;3483;479006;111;76454
Paris;Paris;The Chainsmokers;1/13/2017;USQX91603031;3243;1188567787;125952;35637449
Going Bad (feat. Drake);Championships;Meek Mill;11/30/2018;USAT21812710;133;1189579197;190095;47916138
Promiscuous;Loose (Japan Version);Nelly Furtado;01/01/06;USUM70603473;3348;1194124781;235618;114628125
Head & Heart (feat. MNEK);Head & Heart (feat. MNEK);Joel Corry;07/03/20;UK4ZF2000305;636;1196521179;190615;90132900
Let It Go;Let It Go;James Bay;01/01/14;USUM71405265;2338;1197774081;128593;56315096
Break My Heart;Break My Heart;Dua Lipa;3/25/2020;GBAHT1901303;496;1198689895;130486;49149923
Say So;Hot Pink;Doja Cat;11/07/19;USRC11903454;306;1199270601;161574;48493190
TiK ToK;TiK ToK;Kesha;08/07/09;USRC10900433;4226;1204914998;198352;129620346
What Lovers Do (feat. SZA);What Lovers Do (feat. SZA);Maroon 5;8/30/2017;USUM71709292;1763;1206495254;92624;27086243
Chill Vibes;Chill Vibes;Tollan Kim;3/31/2022;SGB502214297;501;1212312;560;36754
Issues;Issues;Julia Michaels;1/13/2017;USUM71615691;2446;1214862854;8699;25275888
Ella Baila Sola;Ella Baila Sola;Eslabon Armado;3/16/2023;USE7D2300007;84;1215336974;129463;39814172
Style;1989 (Deluxe);Taylor Swift;01/01/14;USCJY1431319;3179;1216966135;92577;30252887
Lose You To Love Me;Lose You To Love Me;Selena Gomez;10/23/2019;USUM71918727;1123;1222228366;109325;48327775
Where Are You Now;Where Are You Now;Lost Frequencies;7/30/2021;BEHP42100067;370;1223329465;211823;114773091
Stay (with Alessia Cara);Stay;Zedd;2/23/2017;USUM71700736;1949;1224136357;115858;34379868
As It Was;As It Was;Harry Styles;3/31/2022;USSM12200612;20;3301814535;407119;169783402
Thrift Shop (feat. Wanz);The Heist;Macklemore & Ryan Lewis;10/09/12;GMM881200022;2795;1226381432;8351;1645328
Bones;Bones;Imagine Dragons;03/11/22;USUM72201759;180;1227475431;180053;70861210
Natural;Natural;Imagine Dragons;7/17/2018;USUM71806694;674;1228556153;154255;36941962
Bad Romance;The Fame Monster (France FNAC Version);Lady Gaga;01/01/09;USUM70918596;1624;1229109018;166904;87537106
Dancing On My Own;Dancing On My Own;Calum Scott;03/11/16;UK6KW1500205;2154;1232373956;134807;70718949
Royals;The Love Club EP;Lorde;01/01/12;NZUM71200031;1386;1232502989;163195;59733007
Life Is Good (feat. Drake);Life Is Good (feat. Drake);Future;01/10/20;USSM11914962;189;1237874594;276882;51153940
Wet Dreamz;2014 Forest Hills Drive;J. Cole;12/09/14;USQX91402592;2724;1244864869;24757;43778928
Praise The Lord (Da Shine) (feat. Skepta);TESTING;A$AP Rocky;5/25/2018;USRC11800930;916;1244981489;295646;48300175
Under The Influence;Indigo (Extended);Chris Brown;10/04/19;USRC11902743;423;1249760413;202465;56664631
Astronaut In The Ocean;Astronaut In The Ocean (International Remixes);Masked Wolf;01/01/19;USAT22100017;486;1251675613;233472;41467312
Scared To Be Lonely;Dua Lipa (Complete Edition);Martin Garrix;01/01/15;NLM5S1600025;2815;1254883107;131909;46601399
Attention;Attention;Charlie Puth;4/20/2017;USAT21700928;768;1800254516;162682;40159047
Young And Beautiful;Music From Baz Luhrmann's Film The Great Gatsby;Lana Del Rey;01/01/13;GBUM71301823;2586;1256488099;158078;59355964
I'm the One;EPIC AF;DJ Khaled;01/01/17;USSM11703300;2704;1257029279;122763;29582588
Whatever It Takes;Whatever It Takes;Imagine Dragons;05/09/17;USUM71703515;944;1257258072;156442;33271283
Butter;Butter;BTS;5/21/2021;QM6MZ2156864;302;1257974135;9016;40533320
Attention;Attention;Doja Cat;6/16/2023;USRC12301102;3239;124343335;25076;9223630
Glimpse of Us;Glimpse of Us;Joji;06/10/22;USWB12201789;242;1262308912;234936;83890841
Goodbyes (feat. Young Thug);Goodbyes (Feat. Young Thug);Post Malone;07/05/19;USUM71912330;761;1263989128;156671;25905453
hot girl bummer;hot girl bummer;blackbear;8/23/2019;USUG11902959;658;1265080733;198773;30644248
What Makes You Beautiful;Up All Night;One Direction;01/01/11;GBHMU1100018;1494;1265397717;175809;81950675
My Universe;My Universe;Coldplay;9/24/2021;GBAYE2100952;688;1269607301;124247;79296537
Always Remember Us This Way;A Star Is Born Soundtrack;Lady Gaga;10/05/18;USUM71813195;901;1269760706;137601;32384233
Poker Face ( Remix );Poker Face ( Remix );Bora Media;10/17/2023;ES64E2323174;241;1271094976;1;5
Ho Hey;The Lumineers;The Lumineers;01/01/12;USDMG1260805;1818;1273869800;214511;64606098
Ophelia;Ophelia;The Lumineers;02/05/16;USDMG1673802;235;1274848626;213943;47156566
Story of My Life;Story of My Life;One Direction;10/28/2013;GBHMU1300210;3607;1275036167;143693;85520811
Nice For What;Nice For What;Drake;04/06/18;USCM51800077;1544;1276685592;192868;46195383
Don't;Don't;Bryson Tiller;5/20/2015;USRC11501052;4058;1281704427;1277;342709
Time of Our Lives;Time of Our Lives;Pitbull;11/17/2014;USRC11402647;3739;1283683926;203125;103528914
When We Were Young;25;Adele;11/20/2015;GBBKS1500217;2305;1284096603;117365;41710598
Unstoppable;Unstoppable;Sia;1/21/2016;USRC11502934;548;1285237951;166761;75244498
Poker Face;The Fame;Lady Gaga;01/01/08;USUM70824409;3302;1285242562;216338;88471248
Attention;NewJeans 1st EP 'New Jeans';NewJeans;08/01/22;USA2P2230221;2962;384965888;32389;10240290
Safe And Sound;Capital Cities EP;Capital Cities;01/01/12;USCA21203108;2317;1286089822;256512;74267670
Paradise - Radio Edit;NRJ Music Awards 2012;Coldplay;12/26/2011;GBAYE1101144;4245;1287292679;143;20596
SLOW DANCING IN THE DARK;SLOW DANCING IN THE DARK;Joji;09/12/18;ZZOPM1800452;1167;1291244134;241882;48328259
Baby Shark;Pinkfong Bebefinn (Pt. 1);Bebefinn;8/26/2022;QM6P42230294;2289;1731282;162;21068
Light It Up (feat. Nyla & Fuse ODG) [Remix];Peace Is The Mission;Major Lazer;5/29/2015;QMUY41500182;1907;1293191157;147868;30229579
Efecto;Un Verano Sin Ti;Bad Bunny;05/06/22;QM6MZ2214884;292;1293773697;115332;51081689
Blueberry Faygo;Certified Hitmaker;Lil Mosey;11/08/19;USUM72001714;889;1295251940;197036;39104125
Pink + White;Blonde;Frank Ocean;8/20/2016;QZ5C81600003;2642;1299650856;22895;71708447
Just Give Me a Reason;The Truth About Love;P!nk;9/14/2012;USRC11200786;1627;1301573727;145608;86545078
Baby Shark;Baby Shark & More Kids Songs;Super Simple Songs;3/24/2017;TCADE1784654;3749;53980875;4005;631145
Bad and Boujee (feat. Lil Uzi Vert);Bad and Boujee;Migos;10/28/2016;QMCE31600796;1307;936450891;173279;29410941
Apocalypse;Apocalypse;Cigarettes After Sex;3/21/2017;USBQU1700034;1628;1305189811;259761;79958707
Robbery;Robbery;Juice WRLD;2/13/2019;USUG11900302;1131;1306374052;213493;32159591
cardigan;folklore;Taylor Swift;7/24/2020;USUG12002836;1458;1307283069;94169;67796903
Yeah! (feat. Lil Jon & Ludacris);Kings Of Crunk (Special Edition);USHER;01/01/04;USAR10301423;202;1307469137;255327;107143110
Leave The Door Open;Leave The Door Open;Bruno Mars;03/05/21;USAT22100906;161;1312168384;248793;50068571
Stay;Unapologetic (Edited Version);Rihanna;01/01/12;USUM71214754;1607;1313274600;14097;62521370
Grenade;Massive R&B Spring 2011;Bruno Mars;01/01/10;USAT21001883;318;1313545266;193103;65382148
Dark Red;Dark Red;Steve Lacy;2/20/2017;GBKPL1778015;2475;1315024190;26185;48425069
Sonchadi | Coke Studio Bharat;Sonchadi | Coke Studio Bharat;digV;05/08/24;INUM72400400;3349;1315948;67;879894
MIA (feat. Drake);MIA (feat. Drake);Bad Bunny;10/11/18;USWB11802236;503;1318254846;159832;44868247
Stereo Hearts (feat. Adam Levine);Megahits 2012 - Die Erste;Gym Class Heroes;01/01/11;USAT21101071;2916;1318596835;240081;51289471
Bhauji Lenge Lenge;Bhauji Lenge Lenge;Khesari Lal Yadav;04/05/24;ING642402634;556;1319711;27;200816
PILLOWTALK;Mind Of Mine (Deluxe Edition);ZAYN;3/25/2016;USRC11600042;1883;1320205697;124827;38410821
Lemonade;Lemonade;Internet Money;8/14/2020;QZJ842000368;523;1320495311;280937;43396860
Happier Than Ever;Happier Than Ever;Billie Eilish;7/30/2021;USUM72105936;372;1321878145;189487;51228803
WAP (feat. Megan Thee Stallion);WAP (feat. Megan Thee Stallion);Cardi B;08/07/20;USAT22005111;152;1325725696;171255;53040559
Rather Be (feat. Jess Glynne);I Cry When I Laugh;Clean Bandit;01/01/13;GBAHS1300498;2236;1327093253;188363;58299660
no tears left to cry;No Tears Left To Cry;Ariana Grande;4/20/2018;USUM71805289;923;1331371819;100503;36840744
1-800-273-8255;1-800-273-8255;Logic;4/28/2017;USUM71702778;1427;1332154389;155866;27988875
Dhani Ho Sab Dhan;Dhani Ho Sab Dhan;Pawan Singh;1/31/2023;INS7A2352922;2709;1332230;592;9557
Hotline Bling;Hotline Bling;Drake;7/31/2015;USCM51500238;1588;1335494972;205003;49738762
Sure Thing;All I Want Is You;Miguel;5/25/2010;USJI10800160;2362;1335928309;190857;100835580
Creepin' (with The Weeknd & 21 Savage);HEROES & VILLAINS;Metro Boomin;12/02/22;USUG12208791;57;1337619917;228295;64806723
Todo De Ti;Todo De Ti;Rauw Alejandro;5/20/2021;USSD12100202;249;1339352060;188874;76063128
Castle on the Hill;Castle on the Hill;Ed Sheeran;01/06/17;GBAHS1600462;1635;1340305216;128114;42923398
LOVE. FEAT. ZACARI.;DAMN.;Kendrick Lamar;4/14/2017;USUM71703088;2014;1343672718;207632;54635449
Bad boy;Bad boy;Marwa Loud;01/01/18;FR7IX1800130;3639;228588822;55077;5070531
Dancing With A Stranger (with Normani);Dancing With A Stranger (with Normani);Sam Smith;01/11/19;GBUM71807386;663;1349115675;113525;53504146
Ride It;Ride It;Regard;7/26/2019;GBCEN1900047;382;1349427877;220002;106549747
Classic;MKTO;MKTO;01/01/12;USSM11301446;3922;1350428257;17298;88942487
BAD BOY;BAD BOY;Chris Jedi;02/07/24;QZZU32400012;2474;42027577;7316;25238956
Con Calma;Con Calma;Daddy Yankee;1/24/2019;US2BU1900125;236;1353028938;160122;52701166
Better;Better;Khalid;9/14/2018;USRC11803179;736;1355539058;108485;20494060
Ransom;Ransom;Lil Tecca;5/22/2019;QZ85M1940160;307;1355971796;198992;52412236
Bad Habit;Bad Habit;Steve Lacy;6/29/2022;USRC12201440;207;1087938471;220515;63054597
Taste (feat. Offset);Taste (feat. Offset);Tyga;5/16/2018;USUYG1198481;338;1358105253;217189;31143734
Wolves;Wolves;Selena Gomez;10/25/2017;USUM71712103;12;1358424406;123735;33188573
Best Part (feat. H.E.R.);Freudian;Daniel Caesar;8/25/2017;CADDS1700022;1516;1362614026;183645;51977530
changes;changes;XXXTENTACION;03/02/18;USUG11800211;729;1366479990;171651;36731138
No Me Conoce - Remix;No Me Conoce (Remix);Jhay Cortez;5/17/2019;USUM71908293;2322;1367265268;135811;46929639
Into You;Dangerous Woman;Ariana Grande;04/01/16;USUM71601827;1571;1368497471;112014;38138998
bad idea right?;bad idea right?;Olivia Rodrigo;08/11/23;USUG12304094;1012;433515672;37313;23894665
PHONK BRASILEIRO FRESCO (Slowed + Reverb);PHONK BRASILEIRO FRESCO;DJ MOIGUS;6/22/2023;QZMEQ2306756;136;1378494;351;43395
"Happy - From ""Despicable Me 2""";538 Hitzone Best Of 2013;Pharrell Williams;01/01/13;USQ4E1300686;476;1379786786;204118;68556599
Meant to Be (feat. Florida Georgia Line);All Your Fault: Pt. 2;Bebe Rexha;08/11/17;USWB11701181;805;1382191196;119969;51471665
BUTTERFLY EFFECT;EPIC AF;Travis Scott;01/01/17;USSM11704799;1028;1388024799;21941;37089107
In My Feelings;Scorpion;Drake;6/29/2018;USCM51800206;766;1389607643;17982;36937605
Calm Down Baby;Calm Down Baby - Single;DJ Laxman;01/12/24;FR10S2458617;989;1389772733;1;1
Calm Down (with Selena Gomez);Calm Down (with Selena Gomez);Rema;8/25/2022;NGA3B2214021;53;1391688322;163876;130963116
Call Me Maybe;Kiss;Carly Rae Jepsen;01/01/12;CAB391100615;960;1394048309;211162;114187117
Beautiful People (feat. Khalid);Beautiful People (feat. Khalid);Ed Sheeran;6/28/2019;GBAHS1900885;1775;1394345347;119546;43578048
Waiting For Love;Ibiza Residence 2015;Avicii;01/01/15;CHB701400134;1263;1397975653;205128;62368816
Yonaguni;Yonaguni;Bad Bunny;06/04/21;QM6P42169803;295;1398634184;177082;44848091
Californication;Californication (Deluxe Version);Red Hot Chili Peppers;06/08/99;USWB19900690;373;1405353677;276377;115315508
Feel Good Inc.;Demon Days;Gorillaz;5/23/2005;GBAYE0500172;3548;1407382497;357484;72604627
Shake It Off;1989 (Deluxe);Taylor Swift;01/01/14;USCJY1431349;593;1409692678;162649;73697294
I Love You So;I Love You So;The Walters;11/28/2014;TCACC1438995;2394;1410353130;218492;59487193
Sucker;Sucker;Jonas Brothers;03/01/19;USUG11900515;775;1411856834;12828;42394972
Lover;Lover;Taylor Swift;8/16/2019;USUG11901473;1507;1413268808;104435;94697921
F Boy;F Boy;Ander Huang;8/22/2020;QZHNC2078374;2451;1415206;973;16674
BAND4BAND;BAND4BAND - Single;Central Cee;5/23/2024;USSM12404528;4203;86144467;50;49358
Ojitos Lindos;Un Verano Sin Ti;Bad Bunny;05/06/22;QM6MZ2214888;188;1421763497;152592;62313059
Scars To Your Beautiful;Know-It-All;Alessia Cara;11/13/2015;USUM71506811;1201;1422563654;129568;38951634
I Gotta Feeling;The E.N.D. (The Energy Never Dies);Black Eyed Peas;01/01/09;USUM70965169;2817;1423655688;30662;108479481
Bandana;Bandana;Fireboy DML;7/13/2022;USUYG1433884;2934;118971684;31855;4511954
Bandana;Bandana - Single;Shubh;3/29/2024;INW262400703;3576;41479958;1644;5818260
Very Sad;Very Sad;Enchan;11/23/2022;SGB502288016;2309;1426122;284;21377
Sex on Fire;Balance Le Son;Kings of Leon;01/01/08;USRC10800300;3116;1427050913;265075;101832484
Side To Side;Dangerous Woman;Ariana Grande;04/01/16;USUM71602107;680;1427792654;120921;38322144
Lush Life;Lush Life;Zara Larsson;06/05/15;SEWEE1500509;3687;1429205245;151855;83732411
Work from Home (feat. Ty Dolla $ign);Pop Party;Fifth Harmony;01/01/16;USSM11600251;535;1429277695;126593;41728493
It Ain't Me (with Selena Gomez);It Ain't Me (with Selena Gomez);Kygo;2/16/2017;SEBGA1700015;2205;1430439855;150179;55438878
Look At Me!;Look At Me!;XXXTENTACION;2/20/2017;USUYG1131080;1864;1432465000;178342;32522476
In My Mind;In My Mind;Dynoro;11/15/2017;QZ22B1859046;567;1432473324;235239;70280564
positions;positions;Ariana Grande;10/23/2020;USUM72019412;368;1432830108;139215;53934095
Daddy Issues;Wiped Out!;The Neighbourhood;10/30/2015;USSM11506747;2627;1435372572;239555;84147867
Ni**as In Paris;Watch the Throne (Deluxe);JAY-Z;01/01/11;USUM71111621;2899;1436087930;29652;56557390
Barbie World (with Aqua) [From Barbie The Album];Barbie World (with Aqua) [From Barbie The Album];Nicki Minaj;6/23/2023;USAT22306213;630;470659154;53386;35912569
Hall of Fame (feat. will.i.am);NRJ Hits 17;The Script;01/01/12;GBARL1201055;2465;1438795892;180669;67730386
you broke me first;you broke me first;Tate McRae;4/17/2020;USRC12000832;409;1439465700;169076;47204234
Better Now;beerbongs & bentleys;Post Malone;4/27/2018;USUM71805170;962;1953403531;239092;47844195
Summertime Sadness;Born To Die (Deluxe Version);Lana Del Rey;01/01/11;GBUM71111565;2606;1442872605;204954;53282968
Dark Horse;PRISM;Katy Perry;01/01/13;USUM71311296;3162;1445950326;185843;59242561
Callaita;Callaita;Bad Bunny;5/31/2019;QM6N21919851;638;1448173030;156477;70813159
In The Name Of Love;Pacha 2017;Martin Garrix;10/23/2015;NLM5S1600003;637;1452194416;164935;69180262
Godzilla (feat. Juice WRLD);Music To Be Murdered By;Eminem;1/17/2020;USUM72000788;572;1456635235;241715;56568076
Symphony (feat. Zara Larsson);Symphony (feat. Zara Larsson);Clean Bandit;3/16/2017;GBAHS1700199;954;1456894713;141677;49274720
Stolen Dance;Die Ultimative Chartshow - Hits 2013;Milky Chance;01/01/13;DEL211300741;2558;1460945792;331171;51661945
Moves Like Jagger - Studio Recording From The Voice Performance;Hands All Over (Revised Asia Standard Version);Maroon 5;01/01/10;USUM71109132;1598;1461578587;216137;99533361
One Last Time;My Everything;Ariana Grande;8/21/2014;USUM71409723;2243;1465918510;110953;65876311
Let You Down;Let You Down;NF;9/15/2017;USUM71708226;1034;1472430869;187536;40032849
ROXANNE;ROXANNE;Arizona Zervas;10/10/19;USSM11914320;939;1474968552;170595;31145335
Money Trees;good kid, m.A.A.d city (Deluxe);Kendrick Lamar;01/01/12;USUM71210785;2167;1476217041;352198;59811242
Timber (feat. Ke$ha);Greatest Hits;Pitbull;01/01/09;USRC11301695;185;1477150302;24155;126126362
Souk;Souk;Samara;05/06/24;LBA0H2009248;4145;1477559;107;794717
Mi Gente;Mi Gente;J Balvin;6/30/2017;FR22F1701790;257;1478442472;189504;45240294
Barely Breathing;Barely Breathing;Grant Averill;10/22/2021;TCAFW2108079;3582;1479227;616;19001
Love On The Brain;ANTI (Deluxe);Rihanna;1/28/2016;QM5FT1600120;1943;1480311407;162952;72991098
Needed Me;ANTI (Deluxe);Rihanna;1/28/2016;QM5FT1600118;4308;1483572312;155595;58419207
Drip Too Hard (Lil Baby & Gunna);Drip Too Hard;Lil Baby;09/12/18;USUG11801811;252;1486929795;266128;52476635
Tusa;Tusa;KAROL G;11/07/19;USUM71921183;323;1497511486;157185;59187880
Bipolar;Bipolar;Mc Davi;04/09/21;BXG6R2100310;1727;174403309;3265;7030076
Enemy (with JID) - from the series Arcane League of Legends;Mercury - Act 1;Imagine Dragons;09/03/21;USUM72119916;495;1502382072;240419;57503380
The Middle;The Middle;Zedd;1/23/2018;USUM71800463;1432;1503269550;135666;65498300
Ric Flair Drip (with Metro Boomin);Without Warning;Offset;10/30/2017;QZ45A1700064;1338;1506766477;25764;63705857
Psycho;Psycho (feat. Ty Dolla $ign);Post Malone;2/23/2018;USUM71710836;650;1517935273;183827;31780671
Old Town Road - Remix;Old Town Road;Lil Nas X;04/05/19;USSM11902498;404;1527106099;186252;34012219
Young Dumb & Broke;The RCA-List (Vol. 5);Khalid;01/01/17;USRC11700144;881;1527159800;187813;83108168
Rockabye (feat. Sean Paul & Anne-Marie);Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;10/21/2016;GBAHS1600363;310;1528107667;170648;55710071
2002;Speak Your Mind;Anne-Marie;01/01/15;GBAHS1800094;316;1531490541;115663;31287443
Love The Way You Lie;538 Hitzone 55;Eminem;01/01/10;USUM71015397;784;1532052160;236943;76167038
BIPOLAR;BIPOLAR;Peso Pluma;09/07/23;QMBZ92388584;1169;222295526;18049;13695569
Sign of the Times;Sign of the Times;Harry Styles;04/07/17;USSM11703595;743;1532653504;191817;85380382
Body;Body;Loud Luxury;10/27/2017;NLF711710457;2059;1187784950;148513;50006803
Body;Body;Russ Millions;3/25/2021;GBAHS2100158;4272;139377440;6782;5628995
Umbrella;Good Girl Gone Bad;Rihanna;01/01/07;USUM70736771;334;1535595924;236327;123654318
Piya Chhod Dihin Na;Piya Chhod Dihin Na;Pawan Singh;04/11/24;INS182401138;3136;1540667;28;177865
Night Changes;FOUR (Deluxe);One Direction;11/17/2014;GBHMU1400165;2179;1548151634;154325;92409509
Save Your Tears (with Ariana Grande) (Remix);After Hours (Deluxe);The Weeknd;3/20/2020;USUG12101839;884;1549317525;178149;71174158
Body;Good News;Megan Thee Stallion;11/20/2020;QMCE32000683;2831;327693363;59033;19679788
Unholy (feat. Kim Petras);Unholy (feat. Kim Petras);Sam Smith;9/22/2022;GBUM72205415;60;1556275789;210583;95974138
Halo;I AM...SASHA FIERCE - Platinum Edition;Beyonce;01/01/08;USSM10804556;4309;1556326643;167145;91569550
Dandelions;Dandelions;Ruth B.;4/28/2017;USSM11703468;2383;1561518107;183674;67708124
Anti-Hero;Midnights;Taylor Swift;10/21/2022;USUG12205736;91;1563224246;117005;97456780
traitor;SOUR;Olivia Rodrigo;5/21/2021;USUG12101243;550;1564979439;150597;73290053
Boyfriend;Believe;Justin Bieber;01/01/12;USUM71202650;3614;538918222;73149;29404069
Ma Fi Leil;Ma Fi Leil;Nassif Zeytoun;4/16/2024;LBA132400447;1806;1579231;195;741333
Boyfriend;Boyfriend;Dove Cameron;02/11/22;USQX92200693;774;637836235;96878;50739981
Ghost;Justice;Justin Bieber;3/19/2021;USUM72102635;283;1586830204;151923;73574395
Party In The U.S.A.;The Time Of Our Lives (International Version);Miley Cyrus;01/01/09;USHR10924519;2695;1587114096;210519;147125974
Pompeii;Bad Blood (The Extended Cut);Bastille;01/01/13;GBAAA1200795;1434;1590278292;259895;65869505
Everybody Dies In Their Nightmares;17;XXXTENTACION;8/25/2017;USUYG1156894;1812;1590659204;203764;34418293
Silence;Silence;Marshmello;08/11/17;USRC11701901;741;1592440653;188349;52573571
Set Fire to the Rain;More Music 2011;Adele;01/01/11;GBBKS1000348;1518;1595514674;186319;52679491
Mask Off;EPIC AF;Future;01/01/17;USSM11701444;614;1596770801;281838;66110271
Rag Doll - Live;Greatest Hits (Deluxe);Aerosmith;8/18/2023;USUG12301903;3332;1598680;45;1624
What Do You Mean?;Full Circle: The Live Anthology;Justin Bieber;11/20/2011;USUM71511919;1282;1599742798;137106;54447816
